position,record_id,title,issue_date,summary,source,stock_code,stock_name,relate_id,proc_id,mark_id
4,5563224,上海未来产业基金扩募至150亿元 加注颠覆式创新及前沿和早期技术投资,2025-09-28 13:35:52,"上海未来产业基金完成扩募,规模由100亿元增至150亿元,实缴80亿元。基金已布局可控核聚变、量子计算、AI for Science、脑机接口等前沿领域。下一步将聚焦颠覆式创新与平台性技术早期投资,联动上海未来启点社区构建创新生态网络,发挥财政资金撬动作用,通过“投资+生态”模式,深化与优质子基金及项目合作,助力上海国际科创中心建设,推动未来产业高质量发展。",财联社,,,20027032,3,1
5,5563222,"研报掘金丨华创证券:维持中国中免“推荐”评级,目标价79.31元",2025-09-28 13:32:26,"中国中免2025年上半年归母净利润26亿元,同比降20.81%,Q2净利润6.62亿元,同比降32.21%。公司中标广州白云机场T3航站楼及多个口岸免税店经营权,市内免税店布局扩展至13城,新增深圳、广州等6城门店,强化核心城市渠道优势。海外布局取得突破,首次进入越南市场,河内、富国机场免税店已开业,港澳地区获香港MCM快闪店、澳门M8市内店经营权,预计下半年陆续开业。随着消费信心恢复、国际航线回暖及免签政策推进,免税需求有望释放。",格隆汇,,,20027030,0,1
26,5563306,"风电行业利好来袭,板块活跃走强",2025-09-28 13:31:38,"我国宣布2035年风电光伏总装机达2020年6倍以上,目标超36亿千瓦,截至8月底装机已超16.9亿千瓦,行业前景广阔。风电产业链中,机组与齿轮箱已处底部,有望率先盈利反转;铸锻件、叶片因低资本开支及大兆瓦产能稀缺,头部企业将受益于需求回暖;电缆与装备板块ROE高位运行,景气度持续向好。",广发证券,,,20027130,0,1
6,5563223,"途牛:国庆与中秋佳节双节将至,境内游预订热度本周继续升温",2025-09-28 13:31:13,"格隆汇9月28日|途牛截至目前最新预订数据显示,本周国庆中秋团期旅游产品预订出游人次环比上周继续保持增长。境内游方面,自驾游和自由行产品预订出游人次环比上周增长超60%,跟团游产品预订出游人次环比上周增长超50%。国庆中秋假期出游的酒店、机票预订,也都在本周进入集中预订的又一个高峰。",格隆汇,,,20027031,0,1
7,5563218,华鑫证券:给予理邦仪器买入评级,2025-09-28 13:25:18,"理邦仪器2025年上半年营收9.14亿元,同比下降0.91%,归母净利润1.54亿元,同比增长23.47%,业绩稳步改善。公司持续加大研发投入,上半年获NMPA、CE、FDA等多项认证,新获海内外专利47项,产品竞争力增强。智慧健康业务加速AI应用落地,覆盖超1.5万家医疗机构,服务范围贯穿各级医疗单位。",证券之星,,,20027026,0,2
8,5563219,华鑫证券:给予昌红科技买入评级,2025-09-28 13:25:16,"昌红科技2025年上半年营收4.98亿元,同比增长2.95%,净利润0.31亿元,同比下降28.6%,毛利率稳定在24.99%。公司深化与罗氏全球战略合作,成为其欧洲区外唯一医疗耗材供应商,并获西门子医疗数千万元IVD耗材模具及自动化生产线订单,预计2026年量产。半导体载具业务持续推进,已获国内主流晶圆厂FOUP产品采购订单,7个在研项目进入小批量验证阶段。机构预测公司2025-2027年EPS分别为0.24、0.32、0.43元,维持“买入”评级,看好医疗与半导体双板块成长潜力。",证券之星,,,20027027,0,2
9,5563217,华鑫证券:给予诚益通买入评级,2025-09-28 13:25:15,"诚益通2025年上半年营收4.08亿元,同比下降36.65%;归母净利润0.51亿元,同比下降38.76%,主因下游企业开支缩减及医院治理导致决策延迟。但二季度环比改善显著。公司持续推进脑机接口技术研发,非侵入式产品拓展至精神疾病治疗领域,并推出教育用脑机接口生物反馈系统;侵入式领域启动动物实验与技术验证中心,加速临床转化。康复设备管线完整,信息化与AI赋能有望推动业绩企稳回升。",证券之星,,,20027025,0,2
10,5563220,黎巴嫩真主党重申拒绝解除武装,2025-09-28 13:25:10,"黎巴嫩真主党领导人卡西姆27日公开表态,强调该组织不会解除武装,并已做好与以色列全面对抗的准备。此举正值真主党在贝鲁特南郊举行集会,纪念在以军空袭中身亡的前领导人纳斯鲁拉及多位高级指挥官。卡西姆称军事力量已恢复,解除武装将违背反以斗争目标。黎政府此前承诺年底前将所有武器纳入国家控制,遭真主党抵制。黎总统奥恩呼吁通过民族团结应对多重危机。2024年9月,以军空袭致纳斯鲁拉身亡,其继任者萨菲丁亦于10月死于空袭。",中国新闻网,,,20027028,1,1
11,5563221,哥伦比亚总统称吊销其赴美签证违反国际法,2025-09-28 13:24:10,"哥伦比亚总统佩特罗因在联合国总部外支持巴勒斯坦的示威活动,被美国吊销赴美签证,美方称其言论“煽动性”。佩特罗回应称此举违反国际法与外交豁免原则,强调其呼吁停止加沙人道危机及反对美以军事行动的立场,指出美国已不再遵守国际法。近年来,哥美、哥以关系持续紧张,2024年5月哥与以断交,8月暂停对以煤炭出口,7月更指控美策划政变,双方召回大使紧急磋商。",中国新闻网,,,20027029,1,1
1,5563216,洪灏:投资科技比白酒更振奋人心,2025-09-28 13:23:30,"格隆汇9月28日|聊到近期业内“投资白酒还是投资科技”的争议,莲华资产管理有限公司管理合伙人洪灏表示,这是两种不同的投资哲学,并没有高低之分。但是,投资白酒等对社会进步的推动作用较小,远没有投资科技符合时代向前的需要,也没有投资科技那么“振奋人心”。",格隆汇,,,20027024,0,1
2,5563215,联合国“海洋十年”全球深渊探索计划启动,2025-09-28 13:21:26,"联合国“海洋十年”全球深渊探索计划于9月28日在三亚启动,由中国科学院深海所牵头,联合新西兰、丹麦、德国、智利等10国科研机构,依托“奋斗者”号载人潜水器,开展全球深渊海沟6000米以下系统研究。计划旨在推动国际海洋科研协作与科技创新,支撑联合国可持续发展目标。未来将共享科研设备、开展联合科考、举办科研活动与人员培训,建设全球深渊研究中心,促进深渊科学从孤立研究向系统性研究转型,打造开放共享的国际科研共同体。",格隆汇,,,20027023,1,1
35,5563294,"石化机械(000852):中标山西晨光物流有限公司采购项目,中标金额为265.56万元",2025-09-28 13:20:53,"中石化石油机械股份有限公司(石化机械,000852.SZ)于2025年9月28日中标山西晨光物流有限公司沁水分公司压缩机配件采购项目,中标金额265.56万元。公司2024年营业收入80.37亿元,同比下降4.30%;净利润0.97亿元,同比增长5.35%;净资产收益率3.19%。2025年上半年营收34.76亿元,同比下降10.55%;净利润0.28亿元,同比下降57.33%,业绩承压。主营业务以石油机械配件销售为主,占比55.99%,其次为油气管道、其他业务,氢能装备占比仅0.72%。",同壁财经,000852,石化机械,20027112,0,1
3,5563212,"新加坡促联合国约束安理会五常否决权,呼吁推动组织改革",2025-09-28 13:20:07,"新加坡呼吁改革联合国安理会,限制五大常任理事国频繁使用否决权,提升组织代表性与包容性。外长维文在联大发言指出,全球格局已深刻变化,联合国需与时俱进。根据《宪章》,任何常任理事国均可否决非程序性决议,即使获多数支持也无效。本月美国第六次动用否决权,阻挠停火及人质释放决议,因草案未谴责哈马斯且未承认以自卫权,引发广泛争议。新加坡主张各国应就否决权使用达成共识,推动安理会改革以更好应对全球挑战。",格隆汇,,,20027019,1,1
4,5563213,我国前8个月交通运输主要指标保持平稳增长,2025-09-28 13:19:48,"2023年1-8月,中国交通运输经济运行总体平稳,货运量、港口吞吐量及人员流动量持续增长。营业性货运量达380.6亿吨,同比增长3.8%,快递业务量达1282亿件,增长17.8%。港口货物吞吐量120.3亿吨,同比增长4.4%,集装箱吞吐量2.3亿标箱,增长6.3%。跨区域人员流动量达455.5亿人次,同比增长3.6%。交通固定资产投资达2.26万亿元,其中公路投资1.54万亿元,重点项目如京哈高速改扩建、常泰长江大桥等顺利建成。",中国新闻网,,,20027020,1,1
5,5563209,"研报掘金丨光大证券:维持格力电器“买入”评级,股息率超7%彰显价值底蕴",2025-09-28 13:17:33,"光大证券研报指出,格力电器2025年预期股息率达7.7%,股息率超7%具备底部特征。受益于25Q3线上价格竞争缓和及出海加速,东南亚自主品牌份额从30%升至80%。在低利率环境下,高股息资产价值凸显。公司业绩确定性强,股息保护能力突出,维持2025-2027年净利润预测为330/358/382亿元,维持“买入”评级及54.10元目标价。",格隆汇,,,20027014,0,1
6,5563211,华鑫证券:给予生益电子买入评级,2025-09-28 13:15:16,"生益电子2025年上半年营收达37.69亿元,同比增91%,归母净利润5.31亿元,同比大增452.11%,扣非净利润同比增长483.25%。业绩高增长主要得益于高端PCB产品结构优化,毛利率提升至30.78%。公司持续推进产能扩张,国内“智能算力中心”项目及泰国工厂投资增至1.7亿美元,2026年试产,强化全球交付能力。业务布局聚焦AI服务器、高速通信(800G/224G)、智能汽车(域控、雷达、高压平台)三大领域,形成“AI+通信+汽车”协同增长格局。",证券之星,,,20027018,0,2
7,5563208,汉威科技:传感器产品在机器人应用领域营收占比有所提升,2025-09-28 13:14:30,"财联社9月28日电,汉威科技28日在互动平台表示,公司传感器产品在机器人应用领域订单及客户数量较年初均有所增长,营收占比同步提升。但由于上述行业的产业规模尚处于早期阶段,目前占整体营收比重仍然较低,暂不会对公司经营业绩产生重大影响。请投资者谨慎决策,注意投资风险。",财联社,,,20027013,1,1
41,5563295,"设研院(300732):中标河南省交通运输厅采购项目,中标金额为149.60万元",2025-09-28 13:14:04,"河南省中工设计研究院集团股份有限公司中标河南省交通运输厅“十五五”公路发展规划项目,中标金额149.60万元。相关上市公司设研院(300732.SZ)2024年营收15.01亿元,同比下滑34.97%,净利亏损2.22亿元,同比下滑283.99%,净资产收益率为-7.94%。但2025年上半年营收达7.90亿元,同比增长27.53%,净利亏损收窄至0.25亿元,同比收窄71.15%。公司主营为工程设计、咨询及管理,占比73.79%。",同壁财经,300732,设研院,20027115,0,1
8,5563207,交易商协会:关于做好债务融资工具发行工作的提示(全文),2025-09-28 13:11:19,"交易商协会发布提示,强调债务融资工具发行规范。要求承销机构严格落实分销信息线上录入,确保信息真实准确完整及时;簿记管理人须在交易流通首日前报备撤标或变相撤标情况,包括原因说明及合规用印材料;主承销商应指导发行人优化发行时间安排,确保重大事项、条款变更等在发行披露日前一个工作日完成。",趋势财经,,,20027012,0,1
9,5563206,周末投资舆情热点,2025-09-28 13:11:07,"7部门联合发布石化化工行业稳增长方案,推动绿氨、绿醇在船用燃料应用,完善绿色产品认证。伍德麦肯兹预计全球风电新增装机将年均超170吉瓦,2034年达峰值200吉瓦。央行强调落实适度宽松货币政策,引导加大信贷投放,用好金融机构互换便利及股票回购再贷款工具。六部门出台措施培育数字经济创新型企业,加快构建全国一体化算力网,强化算力与数据要素协同。",财联社,,,20027011,1,7
10,5563214,美国突发!关键数据或延迟发布!,2025-09-28 13:08:22,"美国联邦政府面临9月30日资金耗尽的“关门”危机,若两党未达成协议,部分机构将停摆,导致9月就业报告和通胀数据延迟发布,影响美联储10月议息决策。劳工统计局约2000名员工或被无薪休假,数据采集和发布将中断,官方统计质量或受影响。白宫已指示机构准备大规模裁员预案,与以往复职惯例不同,凸显特朗普政府财政博弈筹码。社保、医保、军事、执法等关键服务将维持。国会四大领袖将于9月29日与特朗普会面,试图避免停摆,但党争持续,历史停摆曾致超110亿美元损失。",券商中国,,,20027021,2,1
1,5563205,俄方:支持巴西、印度在安理会“入常”,2025-09-28 13:06:53,"俄罗斯外长拉夫罗夫在联合国大会发言中指出,非洲及全球南方正推动独立自主的新觉醒,呼吁联合国重视这一趋势。他强调安理会改革至关重要,主张提升亚洲、非洲和拉美国家代表性,支持巴西和印度成为常任理事国,并建议依据非洲国家共识纠正其历史不公。拉夫罗夫批评西方以“基于规则的秩序”取代联合国宪章原则,呼吁回归宪章确立的公平与多边主义精神。",格隆汇,,,20027010,1,1
2,5563204,滴滴启动国庆中秋安全保障 AI助力全流程守护,2025-09-28 13:05:42,"国庆中秋双节期间,滴滴全面强化安全与服务保障,依托AI技术升级安全体系,实现风险实时识别与干预,日均预警超6000次,阻断疲劳驾驶1300余单。平台推出“车费卫士”保障费用安全,支持异常费用拦截、退还与赔偿。通过智能调度、AR导航等提升出行效率,发放超4亿元司机奖励并开展关怀活动,推动供需平衡。平台倡导文明出行,提醒司乘相互尊重、安全乘车,强调账号保护与平台内交易,确保行程安全。",格隆汇,,,20027009,1,1
47,5563292,"金宏气体(688106):中标无锡市第九人民医院采购项目,中标金额为283.50万元",2025-09-28 13:04:21,"金宏气体(688106.SH)中标无锡市第九人民医院液氧采购项目,中标金额283.5万元。公司2024年营收25.25亿元,同比增长4.03%;归母净利润2.01亿元,同比下降36.12%。2025年上半年营收13.14亿元,同比增长6.65%;净利润0.82亿元,同比下降48.65%。主营业务以特种气体和大宗气体为主,分别占比38.12%和38.53%。",同壁财经,688106,金宏气体,20027109,0,1
48,5563296,"联影医疗(688271):中标安徽省卫生健康委员会采购项目,中标金额为1321.92万元",2025-09-28 13:03:51,"联影医疗(688271.SH)中标安徽省紧密型县域医共体设备更新项目,获1321.92万元订单,中标产品为数字化摄影X射线机(DR)。公司2024年营业收入103亿元,同比下降9.73%;归母净利润12.62亿元,同比下降36.09%。2025年上半年营收达60.16亿元,同比增长12.79%;归母净利润9.98亿元,同比增长5.03%。主营业务以医学影像与放疗设备销售为主,占比81.99%,维修及软件服务收入占比合计14%。",同壁财经,688271,联影医疗,20027116,0,1
3,5563202,意大利钢铁:收到10份前里瓦钢铁厂收购要约,2025-09-28 13:00:22,"格隆汇9月28日|意大利钢铁于当地时间9月27日宣布,截至26日午夜,已收到十份收购前里瓦钢铁厂(Ilva)的报价。特别管理委员会将预留合理时间仔细审查所有收到的提案,重点关注就业、脱碳和投资规模等因素,以确保工厂的可持续发展和相关工人的最大程度保护。",格隆汇,,,20027007,1,1
4,5563203,独角兽IPO催生“影子股”盛宴 GPU、机器人赛道造富效应显现|观察,2025-09-28 12:57:06,"摩尔线程IPO推进引发A股“影子股”狂欢,超16家上市公司被卷入,其中和而泰、首开股份等股价大幅波动。但多数公司仅通过私募基金间接持股,持股比例普遍低于1%,关联度有限。数据显示,约70只私募基金参与摩尔线程融资,上市公司多以财务投资方式间接布局。",财联社,,,20027008,2,1
7,5563198,【预告】国家发展改革委29日召开新闻发布会,2025-09-28 12:49:40,"国家发展改革委网站28日消息,9月29日(星期一)下午3时召开国家发展改革委9月份新闻发布会。",中证金牛座,,,20027003,0,1
6,5563199,"交通运输部:预计中秋国庆假期自驾出行将达18.7亿人次,占出行总量的八成左右",2025-09-28 12:49:40,"中秋国庆8天假期预计全社会跨区域人员流动量达23.6亿人次,日均2.95亿,同比增长3.2%。自驾出行成主流,预计达18.7亿人次,占总量八成。国内旅游热度持续攀升,上海、成都、北京、广州、西安、杭州、南京、重庆等热门城市旅游量将超去年。出境游方面,赴日本、韩国及东南亚国家人数显著增加,旅游市场呈现强劲复苏态势。",中证金牛座,,,20027004,0,1
5,5563200,江苏数据局:年内将基本建成全省一体化数据资源体系,2025-09-28 12:49:40,"江苏加快推进数据要素市场化配置,统一数据交易所运营5个月以来上架产品超3900个,集聚服务机构1864家。构建全省一体化数据资源体系,年内将建成公共数据“一本账”,梳理676项高价值数据,2705类数据完成登记,多个数据标注案例入选国家优秀案例。通过统一交易平台、规则与系统,打造“一个交易所、一套规则、一个平台”格局,推出86个公共数据产品,6个场景入选国家“跑起来”示范,11个项目入选“数据要素×”典型案例。",中证金牛座,,,20027005,0,1
8,5563193,"民航局:督促航司严格执行价格政策,加强价格自律",2025-09-28 12:48:07,"中秋国庆假期民航运输安全与服务保障工作备受关注。民航局强调安全为生命线,针对假期天气多变情况,提前排查隐患,严控运行标准,确保飞行安全。针对航空娱乐飞行活动增多,将加强“行业+地方”联合监管,严查违规行为,督促通用航空合规运营。同时,提升旅客服务质量,强化航空公司与机场协同,提高航班正常率,减少恶劣天气影响。航班变动或延误时,及时告知旅客,并妥善处理退改签等事宜。严格执行价格政策,加强价格自律,保障旅客合法权益。",格隆汇,,,20026997,0,1
9,5563192,新股前瞻|净利润暴增5倍、股价年内涨134% 双林股份从HDM龙头到机器人新贵,2025-09-28 12:45:35,"双林股份2025年以来受人形机器人概念驱动,股价大涨134%,总市值达263亿元。公司拟赴港上市,由中信证券与广发证券保荐,加速国际化布局。2024年归母净利润同比暴增507.32%至4.98亿元,主因出售亏损资产带来1.57亿元一次性收益,剔除后核心经营利润仍同比增长约150%。新能源动力系统与传动驱动智能零部件成增长双引擎,2025年上半年营收增速分别达93.8%与21.9%。公司已布局人形机器人关节关键部件,反向行星滚柱丝杠中试线投产,预计2026年实现小批量收入。",智通财经,,,20026996,1,1
10,5563191,韩美下周将开会讨论优化美对韩签证制度,2025-09-28 12:45:03,"格隆汇9月28日|据韩国外交消息人士透露,韩美将于当地时间30日在华盛顿特区召开工作组会议,工作组将重点讨论如何解决从事对美投资工作的韩国人签证问题。预计工作组将优先研讨美国商务签证(B-1签证)的适用范围,讨论为从事对美投资工作的韩国企业人士在美国驻韩大使馆专设窗口的事宜。韩方还将通过工作组会议积极推进美方为韩国企业活动另设新的签证种类。",格隆汇,,,20026995,0,1
1,5563189,英国政府为捷豹路虎提供15亿英镑贷款担保,2025-09-28 12:44:02,"财联社9月28日电,英国政府9月28日宣布,已同意为捷豹路虎提供担保支持,预计将释放高达15亿英镑资金,以确保其供应链在近期遭受网络攻击后获得稳定保障。这笔由商业银行提供的贷款将获得英国出口融资机构提供的出口发展担保(EDG)支持,偿还期为五年,旨在增强捷豹路虎的现金储备,使其能够支持因停产而遭受重大影响的供应链。",财联社,,,20026993,1,1
2,5563188,"“奔私潮”下的基金经理,谁真正站稳了脚跟?",2025-09-28 12:40:47,"近年来,“公奔私”成为基金行业显著趋势,截至9月,859位公募背景基金经理转投私募,年内离任公募基金经理达318人,创五年新高。多位前明星基金经理在私募平台表现亮眼,今年以来平均收益达28.26%,近一年和近三年分别达57.63%、58.89%,王鹏辉、陆航、曾维江等多人跻身业绩榜前列。成功背后,是投研体系支撑与个人能力延续的结合,头部私募正构建团队化、系统化投研生态,推动从“明星驱动”向“工程化”转型。",财联社,,,20026992,1,1
3,5563187,中秋白酒销售或同比下滑超20% 基本符合此前券商预期,2025-09-28 12:39:03,"财联社9月28日电,白酒中秋销售季来临,据财联社记者多方调研,除茅台等少数品牌销售有所回暖外,今年中秋白酒整体销售再遇冷,国内多省市酒商反馈动销下滑两三成。四川酒类流通协会人士也透露,今年中秋销售预计同比下降20%以上。小财注:此前有券商研报预计,今年中秋白酒销售下滑幅度约20%。(财联社记者 朱万平)",财联社,,,20026991,1,1
1,5563186,日本执政党党首热门候选人高市早苗暗示或将重新审视美日贸易协议,2025-09-28 12:33:45,"日本执政党自民党党首热门候选人高市早苗表示,若美日贸易协议中存在不符合日本利益的不公平条款,将考虑重新谈判。她强调,尽管协议包含一项5500亿美元的日本投资基金以降低美国关税,但若执行中发现问题,日本必须坚持自身立场。此番表态凸显其对维护国家经济利益的重视,也反映出自民党新党首选举前夕,政策立场博弈加剧的背景。",格隆汇,,,20026990,0,1
15,5563190,德国AI创企黑森林实验室寻求融资2亿至3亿美元,2025-09-28 12:30:03,"格隆汇9月28日|德国人工智能初创企业黑森林实验室寻求筹集2亿至3亿美元资金,目前新一轮融资谈判仍处于早期阶段。",格隆汇,,,20026994,0,1
2,5563183,乐享科技完成2亿元“天使++”轮融资,2025-09-28 12:29:00,"格隆汇9月28日|消费级具身智能企业苏州乐享智能科技有限公司正式宣布完成2亿元“天使++”轮融资。这已是乐享科技在9个月内完成的第三轮融资,天使轮融资总金额接近5亿元。本轮融资由钟鼎资本领投,老股东IDG资本持续加注。资金将主要投入核心零部件自研、机器人本体与运动控制技术、意识仿生模型迭代等,目标加速消费级具身智能产品规模化落地。",格隆汇,,,20026987,1,1
3,5563185,专家谈八项规定:在世界政党自我建设中具有典范性,2025-09-28 12:23:44,"中央八项规定实施以来,中国党风政风显著改善,社风民风持续向好,月饼市场从“天价礼盒”转向“质优价廉”,折射出作风转变的深刻影响。94.9%民众肯定八项规定成效,其“思想教育—制度约束—监督执纪”三位一体治理模式,形成党风引领政风、政风带动社风的传导链条,为全球政党自我建设与国家治理现代化提供中国方案。八项规定推动反腐败斗争纵深发展,彰显“风腐同查同治”规律,成为国际社会观察中国治理效能的重要窗口。",中国新闻网,,,20026989,1,1
4,5563182,汉威科技:正就柔性可穿戴动捕服与多家机器人厂商合作交流,2025-09-28 12:22:39,"财联社9月28日电,汉威科技28日在互动平台上表示,公司基于弹性传感技术的柔性可穿戴动捕服,可将捕捉到的人体运动数据实时传输至机器人系统,用于动作示范、训练学习甚至远程操控,为机器人动作训练提供了全新的解决方案,目前正积极与多家机器人厂商进行合作交流。由于该产品方案仍处于前期阶段,请投资者谨慎决策,注意投资风险。",财联社,,,20026986,1,10
5,5563181,"财联社9月28日电,德国人工智能初创企业黑森林实验室寻求筹集2亿至3亿美元资金。",2025-09-28 12:18:15,"财联社9月28日电,德国人工智能初创企业黑森林实验室寻求筹集2亿至3亿美元资金。",财联社,,,20026984,1,1
1,5563179,珠海港:受台风“桦加沙”影响 旗下高栏风电场个别风机叶片、线塔受损,2025-09-28 12:13:51,"格隆汇9月28日|珠海港在互动平台回复投资者称,公司前期密切关注台风“桦加沙”动态,并严格按照应急预案,提前落实各项防灾措施。经初步排查,受此次台风影响,公司旗下高栏风电场出现个别风机叶片、线塔受损的情况,目前运维团队正有序开展修复工作。此次台风对公司整体影响轻微,公司已为相关资产投保,目前正积极推进保险理赔程序。",格隆汇,,,20026982,0,10
7,5563184,国家统计局:“十四五”以来我国劳动年龄人口红利依然存在,2025-09-28 12:13:33,"“十四五”以来,我国人口总量稳定,人口质量持续提升,劳动年龄人口红利依然显著。2024年末,全国总人口达14.08亿,16—59岁劳动年龄人口8.58亿,占总人口60.9%。城镇化率升至67%,城镇人口达9.44亿,东部地区人口占比达40.32%。人均预期寿命达79岁,较2020年提高1.07岁;劳动年龄人口平均受教育年限达11.21年,公民科学素质比例达15.37%,较2020年提升4.81个百分点,人口发展质量稳步提高。",中证金牛座,,,20026988,0,1
8,5563180,以太坊与比特币现货ETF创单周资金流出纪录,2025-09-28 12:13:23,"受全球主流加密货币价格下跌影响,以太坊现货ETF在截至9月26日的一周内录得7.956亿美元资金流出,创历史新高,周交易量超100亿美元,略超此前次高纪录。比特币现货ETF同期也出现巨额资金外流,总流出额达9.025亿美元。两大主流加密资产ETF均面临显著资金压力,反映市场情绪偏弱及投资者避险意愿上升。",格隆汇,,,20026983,1,1
2,5563178,国家发改委将于星期一下午召开新闻发布会,2025-09-28 12:10:41,格隆汇9月28日|国家发改委定于9月29日(星期一)下午3:00召开国家发展改革委9月份新闻发布会。,格隆汇,,,20026981,1,1
3,5563174,国家邮政局:全国今年以来揽收快递包裹已达1432.7亿件,2025-09-28 12:09:02,"财联社9月28日电,国新办举行新闻发布会,国家邮政局副局长廖进荣介绍,截止到昨天,全国今年以来揽收的快递包裹已经达到了1432.7亿件,日均5.3亿多件。随着两节的临近,进入9月份以来,快递的揽收量明显上升。9月份日均已经达到了5.57亿件,高峰值单日超过了6亿件。我们也预计节日期间快递量会有所回落,节日之后会迅速恢复到常态化的水平,总体上呈现一个U字形。",财联社,,,20026977,1,1
4,5563173,银河证券:政策支持的高端产业、原材料行业仍是景气重点,2025-09-28 12:08:09,"格隆汇9月28日|银河证券指出,短期经济结构性的特征依旧明显,政策支持的高端产业、原材料行业仍是景气重点。一方面,“反内卷”的持续落地将利好相关的上游原材料和相关产成品行业。另一方面,A股市场的上行叠加政策对服务消费的支持,有助于进一步刺激居民消费,带动消费动能释放。在全球不确定性加剧的背景下,中国资产的确定性溢价有望持续提升。",格隆汇,,,20026976,0,1
5,5563175,美团无人机在深上线夜间配送,2025-09-28 12:07:04,"美团无人机在深圳上线夜间配送服务,成为国内首个将无人机技术应用于夜间即时零售配送的案例。自2021年启动常态化运营以来,累计完成超60万单,平均配送时长仅15分钟,效率较传统模式提升近100%。此次试点聚焦人才公园、海风运动公园等夜间热门区域,服务时间每日至20时结束,标志着无人机配送场景进一步拓展。",格隆汇,,,20026978,1,1
6,5563171,台风袭击已致菲律宾26人死亡,2025-09-28 12:04:45,"财联社9月28日电,菲律宾国家减灾委发布消息称,菲律宾近期连续遭遇台风袭击,截至9月28日上午6时,共导致26人死亡,14人失踪,超过279万人受灾。减灾委称,自9月16日开始,菲律宾连续遭遇台风“米娜”“桦加沙”和“博罗依”的袭击,累计造成8900余座房屋受损。农业方面损失超过10亿菲律宾比索(约合人民币1.2亿元)。全国范围内有53个市镇宣布进入灾难状态。",财联社,,,20026973,1,1
7,5563172,长安汽车朱华荣:建议新能源车购置税推迟至明年3月按梯度逐月增加征收,2025-09-28 12:04:44,"格隆汇9月28日|据澎湃,9月27日,长安汽车董事长朱华荣在公开演讲中表示,因购置税减半政策拟定于2026年1月实施,预计会对2025年12月及2026年一季度汽车产销产生较大影响。他建议,明年1-2月暂不上调新能源车购置税,而是从3月起,每月增加1%,从7月份正式开始征收5%的购置税。他认为,这对行业的产能、运力、成本控制等更为友好。",格隆汇,,,20026974,1,1
8,5563176,“田园民乐”农产品(000061)从乡村“深闺”俏销他乡,2025-09-28 12:02:39,"甘肃民乐县依托得天独厚的自然条件,发展中药材、马铃薯、紫皮大蒜等特色农产品,通过建设“民乐优选特产馆”和电商平台,打通从田间到餐桌的产销渠道。全县打造绿色有机示范基地6万亩,认证“三品一标”产品94个,培育“甘味”品牌12个,实现农产品全程溯源与品牌化运营。借助线上线下融合销售模式,优质农特产品畅销全国,带动农民增收致富,助力乡村振兴。",中国新闻网,000061,“田园民乐”农产品,20026979,1,1
9,5563177,2025年广州户外运动季嘉年华激发大众运动热情,2025-09-28 12:02:27,"2025年第十一届广州户外运动季嘉年华于9月27日在广州市儿童公园举行,由广州市体育局等主办,首次将体育活动延伸至公园场景,践行“体育三进”理念。活动设比赛、体验、观赏、科技科普四大区域,涵盖青少年三人足球、滑板、轮滑、匹克球、现代五项障碍跑等赛事及亲子跑、桨板、飞盘、定向挑战等互动项目,吸引大量家庭参与。跳绳世界冠军现场表演精彩纷呈,无线电测向等科技体验项目融合运动与科普,提升青少年科学素养。活动通过沉浸式体验促进全民健身,为城市公共空间活力提升提供可复制经验。",中国新闻网,,,20026980,1,1
31,5563201,焦点科技与南京市贸促会签署合作协议 共推南京产业带高质量发展,2025-09-28 12:02:10,"9月26日,南京市贸促会与焦点科技签署战略合作协议,聚焦新型显示、集成电路、生物医药等先进制造领域,共建“大平台+贸促会+商协会+服务生态”模式。双方将依托中国制造网设立“南京产业带地图”数字化专区,运用VR展厅、多语种站点及AI麦可等工具,助力企业拓展全球市场。合作涵盖企业出海、品牌建设、展会对接、商事法律服务及ATA单证册等便利化措施,实现政策、平台与跨境服务协同赋能。此举是南京推进“数字贸易+产业带”融合发展的关键一步,标志着政企协同、平台赋能新模式深化落地。",动态宝,,,20027006,1,3
32,5563196,广汽传祺:传祺向往S7 Pro+系列上市,2025-09-28 12:00:00,"广汽传祺推出用户共创新品传祺向往S7Pro+系列,基于980位车主调研优化,聚焦智能、续航与舒适三大核心。全系搭载高通8295P芯片与PAD化车机,支持十年系统迭代,整合主流音视频生态;配备中长距激光雷达与英伟达Orin-X芯片,实现厘米级探测与0.3秒风险识别,年内将通过OTA升级Momenta R6飞轮大模型,强化复杂路况应对能力。搭载36.3kWh弹匣电池,CLTC纯电续航205km,通过105项安全测试。座舱高度达1.268米,提升空间舒适性。",中国证券报·中证网,,,20027001,1,2
10,5563167,"【预告】国新办29日举行发布会,介绍“十四五”时期水利高质量发展成就",2025-09-28 11:58:58,"国务院新闻办公室28日消息,国务院新闻办公室将于9月29日(星期一)上午10时举行“高质量完成‘十四五’规划”系列主题新闻发布会,请水利部部长李国英介绍“十四五”时期水利高质量发展成就,并答记者问。",中证金牛座,,,20026968,0,1
